                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.54587,                0.47881,                0.98457,                0.79976,                0.78311,                0.83479,                0.69272,                0.76702,                0.77907,                 1.1303,              0.0084754,              0.0084754,              0.0084754
                    157,                0.54944,                0.47595,                0.98785,                 0.8273,                0.75883,                0.83465,                0.69364,                0.76524,                 0.7809,                 1.1286,              0.0084655,              0.0084655,              0.0084655
                    158,                0.54444,                0.47635,                 0.9862,                0.80553,                0.78283,                 0.8339,                0.69178,                0.76236,                0.78396,                 1.1242,              0.0084556,              0.0084556,              0.0084556
                    159,                0.53811,                0.46882,                0.97836,                0.79807,                0.78106,                 0.8306,                0.69088,                0.76003,                 0.7947,                 1.1233,              0.0084457,              0.0084457,              0.0084457
                    160,                0.53955,                0.47133,                0.98016,                0.78628,                0.78473,                0.83037,                0.69015,                0.75957,                0.78791,                 1.1202,              0.0084358,              0.0084358,              0.0084358
                    161,                0.54056,                0.46909,                0.97981,                 0.8056,                0.76965,                0.83166,                0.69026,                0.76407,                0.79018,                  1.122,              0.0084259,              0.0084259,              0.0084259
                    162,                0.53897,                 0.4652,                0.97787,                 0.7849,                0.78684,                0.83335,                0.69034,                0.76679,                0.79397,                 1.1255,               0.008416,               0.008416,               0.008416
                    163,                0.53762,                0.46495,                0.97979,                0.82352,                0.75414,                0.83706,                0.69422,                 0.7668,                0.79121,                 1.1256,              0.0084061,              0.0084061,              0.0084061
                    164,                0.53435,                0.46289,                 0.9776,                0.80475,                 0.7797,                0.83727,                0.69547,                0.76505,                0.78583,                 1.1266,              0.0083962,              0.0083962,              0.0083962
                    165,                0.53357,                0.46276,                0.98124,                0.79777,                0.78319,                0.83779,                0.69829,                0.76073,                0.78665,                 1.1262,              0.0083863,              0.0083863,              0.0083863
                    166,                 0.5403,                0.46354,                0.97953,                 0.8102,                0.77564,                0.83757,                0.69864,                0.75762,                0.78373,                  1.123,              0.0083764,              0.0083764,              0.0083764
                    167,                0.53291,                0.47087,                 0.9863,                0.79222,                0.79269,                0.83755,                0.70017,                0.75592,                 0.7823,                 1.1252,              0.0083665,              0.0083665,              0.0083665
                    168,                 0.5307,                0.46143,                0.97729,                0.78195,                0.79856,                0.83604,                0.69895,                0.75259,                0.77689,                 1.1204,              0.0083566,              0.0083566,              0.0083566
                    169,                0.53696,                0.46044,                0.98277,                 0.8229,                0.76083,                0.83443,                0.69665,                0.75632,                0.77766,                 1.1243,              0.0083467,              0.0083467,              0.0083467
                    170,                0.53463,                0.46745,                0.98378,                0.78383,                 0.7974,                0.83454,                0.69715,                0.75441,                0.77302,                 1.1236,              0.0083368,              0.0083368,              0.0083368
                    171,                0.52482,                0.45952,                0.97422,                0.79971,                0.77387,                0.83081,                0.69546,                0.75378,                0.77832,                 1.1205,              0.0083269,              0.0083269,              0.0083269
                    172,                0.53719,                0.46555,                0.98069,                 0.7923,                0.78217,                0.82944,                0.69481,                 0.7513,                0.77936,                 1.1186,               0.008317,               0.008317,               0.008317
                    173,                0.53385,                0.44757,                0.97578,                0.77736,                0.79785,                0.82992,                  0.696,                0.75021,                0.77936,                 1.1195,              0.0083071,              0.0083071,              0.0083071
                    174,                0.53135,                0.45261,                0.97737,                0.77926,                0.79665,                0.83081,                0.69682,                0.75149,                0.78222,                 1.1197,              0.0082972,              0.0082972,              0.0082972
                    175,                0.52189,                0.45212,                0.97537,                0.78939,                0.78662,                0.83211,                  0.697,                0.75241,                0.78414,                 1.1201,              0.0082873,              0.0082873,              0.0082873
                    176,                0.52953,                 0.4542,                0.97243,                0.79071,                0.78403,                0.83252,                0.69679,                0.75465,                0.78177,                 1.1222,              0.0082774,              0.0082774,              0.0082774
                    177,                0.52799,                0.45655,                0.97526,                0.78386,                0.79946,                0.83535,                  0.697,                 0.7571,                0.77947,                 1.1226,              0.0082675,              0.0082675,              0.0082675
                    178,                0.52423,                0.45351,                0.97476,                0.77833,                0.80376,                0.83513,                0.69909,                0.75881,                0.77521,                 1.1232,              0.0082576,              0.0082576,              0.0082576
                    179,                0.52228,                 0.4471,                0.97105,                0.80954,                0.77428,                0.83632,                0.69897,                 0.7578,                0.76575,                 1.1237,              0.0082477,              0.0082477,              0.0082477
                    180,                0.52248,                0.45144,                0.97192,                0.79124,                0.79347,                 0.8365,                0.69922,                0.75891,                0.76891,                 1.1255,              0.0082378,              0.0082378,              0.0082378
                    181,                0.52464,                0.45011,                0.97559,                0.80035,                0.79477,                0.83799,                0.70057,                0.75822,                0.76934,                 1.1254,              0.0082279,              0.0082279,              0.0082279
                    182,                0.52091,                 0.4454,                0.97466,                0.79452,                0.79726,                0.83646,                    0.7,                0.76029,                0.77158,                 1.1268,               0.008218,               0.008218,               0.008218
                    183,                0.52269,                0.45038,                0.97261,                0.80371,                0.78695,                0.83671,                0.70072,                0.76006,                0.76948,                 1.1252,              0.0082081,              0.0082081,              0.0082081
                    184,                0.52408,                0.45446,                 0.9776,                0.79534,                0.79278,                0.83519,                0.70004,                0.76076,                0.76909,                 1.1294,              0.0081982,              0.0081982,              0.0081982
                    185,                0.51864,                0.45201,                0.97422,                0.79001,                0.80099,                0.83434,                0.69995,                0.76124,                0.76975,                 1.1301,              0.0081883,              0.0081883,              0.0081883
                    186,                0.52045,                0.43936,                 0.9699,                0.81504,                  0.777,                0.83368,                0.69935,                0.76189,                0.76888,                 1.1298,              0.0081784,              0.0081784,              0.0081784
                    187,                0.50974,                0.42652,                0.96852,                0.82633,                0.77045,                0.83543,                0.70109,                0.76125,                0.76694,                 1.1293,              0.0081685,              0.0081685,              0.0081685
                    188,                0.51849,                0.43899,                0.96905,                0.82153,                0.77089,                0.83517,                0.70044,                 0.7601,                0.76685,                 1.1281,              0.0081586,              0.0081586,              0.0081586
                    189,                0.51585,                0.44373,                0.97355,                0.82837,                0.76269,                0.83532,                0.69935,                0.76004,                0.76834,                 1.1265,              0.0081487,              0.0081487,              0.0081487
                    190,                0.50761,                0.43416,                0.96864,                0.82079,                 0.7705,                0.83453,                0.69927,                0.76156,                0.77231,                 1.1263,              0.0081388,              0.0081388,              0.0081388
                    191,                0.52302,                0.44822,                0.97303,                0.83288,                0.76047,                0.83534,                0.70067,                0.75954,                0.77246,                 1.1246,              0.0081289,              0.0081289,              0.0081289
                    192,                0.51557,                0.44074,                0.97497,                0.82191,                0.76627,                0.83392,                0.69963,                0.75992,                0.77088,                 1.1258,               0.008119,               0.008119,               0.008119
                    193,                0.51391,                0.43653,                0.97087,                0.79816,                0.79102,                0.83251,                0.69809,                0.75978,                0.77332,                  1.127,              0.0081091,              0.0081091,              0.0081091
                    194,                0.51275,                0.43642,                 0.9685,                0.82522,                0.76078,                 0.8309,                0.69784,                0.75681,                0.77347,                  1.126,              0.0080992,              0.0080992,              0.0080992
                    195,                0.51301,                0.43545,                0.96877,                0.82779,                0.76032,                0.83068,                 0.6973,                0.75584,                0.77533,                 1.1249,              0.0080893,              0.0080893,              0.0080893
                    196,                0.51048,                0.44049,                0.96694,                0.79704,                 0.7879,                0.83136,                0.69816,                0.75902,                0.77653,                 1.1275,              0.0080794,              0.0080794,              0.0080794
                    197,                0.50537,                0.42888,                0.96477,                0.80847,                0.77998,                0.83082,                 0.6961,                0.76012,                0.77696,                 1.1292,              0.0080695,              0.0080695,              0.0080695
                    198,                0.50367,                0.42505,                0.96199,                0.81384,                0.77211,                0.83024,                 0.6954,                0.76342,                0.78042,                 1.1332,              0.0080596,              0.0080596,              0.0080596
                    199,                0.50601,                0.43553,                0.96811,                0.81402,                0.77056,                0.83104,                0.69619,                0.76685,                0.77899,                 1.1368,              0.0080497,              0.0080497,              0.0080497
                    200,                0.51075,                0.42973,                0.97203,                0.81907,                0.76494,                0.82988,                 0.6954,                0.76756,                0.78281,                 1.1391,              0.0080398,              0.0080398,              0.0080398
                    201,                0.50975,                0.44011,                0.96744,                0.80019,                0.77924,                0.82946,                 0.6957,                0.76579,                0.78672,                 1.1371,              0.0080299,              0.0080299,              0.0080299
                    202,                0.50005,                0.42445,                0.96122,                 0.8128,                0.76727,                0.82872,                0.69487,                0.76492,                0.78747,                 1.1375,                0.00802,                0.00802,                0.00802
                    203,                0.50536,                0.43132,                0.96464,                0.80192,                0.77874,                   0.83,                 0.6964,                0.76531,                0.78468,                 1.1378,              0.0080101,              0.0080101,              0.0080101
                    204,                0.50233,                0.42865,                0.96889,                0.80071,                0.78159,                0.83068,                0.69687,                0.76524,                0.78472,                 1.1373,              0.0080002,              0.0080002,              0.0080002
                    205,                0.50356,                0.42779,                0.97074,                0.81065,                0.77461,                0.83204,                0.69749,                0.76445,                0.78841,                 1.1376,              0.0079903,              0.0079903,              0.0079903
                    206,                 0.5075,                0.42992,                0.96787,                0.81227,                 0.7747,                0.83193,                0.69756,                0.76499,                0.78926,                 1.1375,              0.0079804,              0.0079804,              0.0079804
                    207,                0.49698,                0.42663,                0.96244,                0.81585,                0.77317,                0.83289,                0.69755,                0.76502,                0.78764,                  1.138,              0.0079705,              0.0079705,              0.0079705
                    208,                0.50416,                0.42015,                0.96257,                0.81807,                 0.7695,                0.83343,                0.69635,                0.76571,                0.78555,                 1.1384,              0.0079606,              0.0079606,              0.0079606
                    209,                0.50265,                0.43103,                0.96433,                0.80874,                0.77896,                0.83381,                0.69711,                0.76726,                 0.7828,                   1.14,              0.0079507,              0.0079507,              0.0079507
                    210,                0.50075,                  0.419,                0.95886,                  0.809,                0.77971,                0.83338,                0.69635,                0.76713,                0.78236,                 1.1396,              0.0079408,              0.0079408,              0.0079408
                    211,                0.50228,                0.42858,                0.96803,                0.78713,                0.80377,                 0.8344,                0.69756,                0.76619,                0.78435,                 1.1386,              0.0079309,              0.0079309,              0.0079309
                    212,                  0.497,                0.42529,                0.96253,                 0.7962,                0.79808,                0.83519,                0.69952,                0.76575,                0.78132,                 1.1383,               0.007921,               0.007921,               0.007921
                    213,                0.49604,                0.42353,                0.96061,                0.79867,                0.79823,                0.83554,                 0.6996,                0.76599,                0.78165,                 1.1382,              0.0079111,              0.0079111,              0.0079111
                    214,                0.49772,                0.41504,                0.96039,                0.79345,                0.79995,                0.83535,                0.69928,                0.76553,                0.78128,                 1.1376,              0.0079012,              0.0079012,              0.0079012
                    215,                0.49322,                0.41737,                0.96326,                 0.7999,                 0.7982,                0.83519,                0.69953,                0.76607,                0.78433,                 1.1383,              0.0078913,              0.0078913,              0.0078913
                    216,                0.49055,                0.42268,                0.96121,                0.82306,                0.77622,                0.83527,                0.69959,                0.76542,                 0.7828,                 1.1368,              0.0078814,              0.0078814,              0.0078814
                    217,                 0.4956,                0.41757,                0.95828,                0.79524,                0.80295,                0.83544,                0.69987,                0.76514,                0.78125,                 1.1366,              0.0078715,              0.0078715,              0.0078715
                    218,                0.49433,                0.41418,                0.96037,                0.81477,                0.77939,                0.83456,                0.70007,                0.76454,                0.78252,                 1.1362,              0.0078616,              0.0078616,              0.0078616
                    219,                0.49386,                0.41509,                0.96062,                0.81817,                0.77883,                0.83435,                0.69903,                0.76484,                0.78314,                 1.1372,              0.0078517,              0.0078517,              0.0078517
                    220,                0.49091,                 0.4178,                0.95693,                0.81275,                0.78098,                0.83447,                  0.699,                 0.7649,                0.78188,                 1.1375,              0.0078418,              0.0078418,              0.0078418
                    221,                0.48816,                 0.4194,                0.95571,                0.81932,                 0.7723,                0.83526,                0.69931,                0.76613,                 0.7841,                 1.1396,              0.0078319,              0.0078319,              0.0078319
                    222,                 0.4988,                0.41998,                0.95858,                0.79855,                0.79081,                0.83683,                0.70049,                0.76764,                0.77904,                 1.1413,               0.007822,               0.007822,               0.007822
                    223,                0.49209,                0.41058,                 0.9546,                0.80595,                0.78547,                 0.8373,                0.70072,                0.76687,                0.77973,                 1.1404,              0.0078121,              0.0078121,              0.0078121
                    224,                0.48687,                0.41688,                0.95775,                0.81003,                0.78261,                 0.8372,                 0.7002,                0.76698,                0.77939,                 1.1413,              0.0078022,              0.0078022,              0.0078022
                    225,                0.48876,                0.40811,                 0.9577,                0.80696,                0.78227,                0.83649,                 0.6992,                0.76795,                 0.7814,                 1.1422,              0.0077923,              0.0077923,              0.0077923
                    226,                 0.4902,                0.41095,                0.95327,                0.79778,                0.79378,                0.83695,                0.70058,                0.76831,                0.78214,                 1.1424,              0.0077824,              0.0077824,              0.0077824
                    227,                0.49263,                0.41663,                0.95564,                0.80668,                0.78087,                0.83652,                0.69955,                0.76821,                 0.7823,                 1.1426,              0.0077725,              0.0077725,              0.0077725
                    228,                0.48362,                0.40406,                0.95617,                0.80548,                0.78527,                0.83668,                0.69916,                0.76838,                0.78366,                 1.1433,              0.0077626,              0.0077626,              0.0077626
                    229,                0.48749,                0.41403,                0.95549,                0.80224,                 0.7879,                0.83648,                0.69937,                0.76892,                0.78409,                 1.1438,              0.0077527,              0.0077527,              0.0077527
                    230,                0.48605,                0.41039,                0.95945,                0.80162,                0.78819,                0.83726,                0.69984,                0.76891,                0.78249,                 1.1444,              0.0077428,              0.0077428,              0.0077428
                    231,                 0.4879,                0.41019,                 0.9605,                0.80976,                0.78025,                0.83684,                0.69939,                0.77055,                0.78253,                 1.1462,              0.0077329,              0.0077329,              0.0077329
                    232,                0.48298,                0.40488,                0.95926,                0.81166,                0.78073,                0.83618,                0.69821,                0.77155,                0.78565,                 1.1476,               0.007723,               0.007723,               0.007723
                    233,                0.48739,                0.41783,                0.95735,                0.79952,                0.79056,                0.83681,                0.69908,                0.77254,                0.78561,                 1.1495,              0.0077131,              0.0077131,              0.0077131
                    234,                0.48332,                0.40734,                0.95654,                 0.8042,                0.78638,                0.83669,                0.69833,                0.77233,                 0.7843,                 1.1502,              0.0077032,              0.0077032,              0.0077032
                    235,                0.47928,                0.40194,                0.95409,                0.80958,                0.78256,                0.83638,                0.69763,                0.77215,                0.78469,                 1.1509,              0.0076933,              0.0076933,              0.0076933
                    236,                0.48603,                0.40899,                0.95547,                0.80771,                0.78367,                0.83647,                0.69764,                0.77011,                0.78578,                  1.149,              0.0076834,              0.0076834,              0.0076834
                    237,                0.47711,                0.39479,                0.94733,                0.80057,                 0.7895,                0.83698,                0.69808,                0.77022,                0.78676,                 1.1498,              0.0076735,              0.0076735,              0.0076735
