                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.49935,                0.68006,                 1.0705,                0.65392,                0.72469,                0.72627,                0.60071,                0.74869,                0.97233,                  1.197,              0.0084853,              0.0084853,              0.0084853
                    156,                0.48902,                0.67759,                 1.0678,                0.65261,                0.72754,                0.72545,                 0.6007,                0.74719,                0.97308,                 1.1956,              0.0084754,              0.0084754,              0.0084754
                    157,                0.48848,                 0.6719,                 1.0648,                0.65241,                0.72546,                0.72325,                0.59868,                0.74699,                0.97815,                 1.1943,              0.0084655,              0.0084655,              0.0084655
                    158,                0.49594,                0.68353,                 1.0711,                0.67055,                 0.7073,                0.72517,                0.60104,                0.74649,                 0.9738,                 1.1939,              0.0084556,              0.0084556,              0.0084556
                    159,                0.49282,                0.68364,                 1.0678,                0.66821,                0.71538,                0.72589,                0.60103,                0.74681,                0.97299,                 1.1936,              0.0084457,              0.0084457,              0.0084457
                    160,                0.48933,                0.66892,                 1.0633,                0.67381,                0.71075,                0.72769,                0.60266,                0.74539,                0.96952,                 1.1923,              0.0084358,              0.0084358,              0.0084358
                    161,                0.49541,                0.67734,                 1.0703,                 0.6812,                0.70724,                0.72856,                0.60318,                0.74534,                0.96832,                 1.1924,              0.0084259,              0.0084259,              0.0084259
                    162,                 0.4859,                0.66637,                 1.0616,                0.68214,                0.70549,                0.72699,                0.60212,                0.74546,                0.97268,                 1.1923,               0.008416,               0.008416,               0.008416
                    163,                0.48888,                0.67044,                 1.0647,                0.68559,                0.69607,                0.72636,                0.60135,                0.74471,                0.97344,                 1.1917,              0.0084061,              0.0084061,              0.0084061
                    164,                0.48261,                0.66792,                 1.0583,                0.68576,                0.69709,                0.72718,                 0.6021,                0.74479,                0.97177,                 1.1921,              0.0083962,              0.0083962,              0.0083962
                    165,                0.49112,                0.67515,                 1.0668,                0.68387,                 0.7032,                0.72629,                0.60123,                0.74432,                0.97086,                 1.1915,              0.0083863,              0.0083863,              0.0083863
                    166,                0.48203,                0.65705,                 1.0566,                0.67762,                0.70264,                0.72514,                0.59939,                0.74401,                0.97217,                 1.1912,              0.0083764,              0.0083764,              0.0083764
                    167,                0.48631,                0.66561,                 1.0617,                 0.6777,                0.70515,                0.72649,                0.60064,                0.74354,                0.96984,                 1.1915,              0.0083665,              0.0083665,              0.0083665
                    168,                0.49078,                0.66588,                 1.0644,                0.68473,                0.70172,                0.72707,                0.60167,                0.74389,                0.96616,                 1.1919,              0.0083566,              0.0083566,              0.0083566
                    169,                 0.4901,                0.66453,                  1.062,                0.68706,                0.69872,                0.72628,                0.60093,                0.74495,                0.96636,                  1.193,              0.0083467,              0.0083467,              0.0083467
                    170,                0.47737,                0.65591,                  1.051,                0.69198,                0.69188,                 0.7252,                0.60003,                0.74469,                0.96904,                  1.193,              0.0083368,              0.0083368,              0.0083368
                    171,                0.48469,                0.65996,                 1.0564,                0.68635,                0.69625,                0.72414,                0.59872,                0.74397,                0.97303,                 1.1927,              0.0083269,              0.0083269,              0.0083269
                    172,                0.47287,                0.65313,                 1.0476,                 0.6852,                0.69755,                0.72564,                0.60055,                0.74468,                0.97235,                 1.1932,               0.008317,               0.008317,               0.008317
                    173,                0.48078,                 0.6577,                  1.056,                0.68301,                0.69969,                0.72706,                0.60277,                0.74534,                0.97007,                 1.1938,              0.0083071,              0.0083071,              0.0083071
                    174,                0.49112,                 0.6657,                 1.0646,                0.68115,                 0.7037,                0.72614,                0.60154,                0.74526,                0.97104,                 1.1937,              0.0082972,              0.0082972,              0.0082972
                    175,                0.49081,                0.66303,                 1.0611,                0.67515,                0.70525,                0.72473,                0.60027,                0.74491,                0.97353,                 1.1932,              0.0082873,              0.0082873,              0.0082873
                    176,                0.48359,                0.65685,                 1.0571,                0.67609,                0.70476,                0.72326,                0.59867,                0.74536,                0.97643,                 1.1937,              0.0082774,              0.0082774,              0.0082774
                    177,                0.47894,                0.65068,                 1.0545,                0.67021,                0.70896,                0.72121,                0.59658,                0.74547,                0.97984,                 1.1934,              0.0082675,              0.0082675,              0.0082675
                    178,                0.48576,                0.66174,                 1.0622,                0.66017,                0.71018,                0.71774,                0.59401,                0.74558,                0.98604,                 1.1934,              0.0082576,              0.0082576,              0.0082576
                    179,                0.48333,                0.65642,                 1.0561,                0.66409,                0.70672,                0.71814,                0.59436,                0.74564,                0.98575,                 1.1934,              0.0082477,              0.0082477,              0.0082477
                    180,                 0.4858,                0.65005,                  1.061,                0.66444,                  0.707,                0.71754,                0.59376,                0.74563,                0.98488,                 1.1933,              0.0082378,              0.0082378,              0.0082378
                    181,                0.47672,                0.64914,                 1.0539,                0.66426,                0.70377,                0.71719,                0.59335,                0.74563,                0.98648,                 1.1936,              0.0082279,              0.0082279,              0.0082279
                    182,                0.48266,                0.65681,                 1.0559,                0.66866,                0.70559,                0.71788,                0.59395,                 0.7461,                0.98499,                 1.1941,               0.008218,               0.008218,               0.008218
                    183,                0.48014,                0.65125,                 1.0558,                0.66471,                0.70612,                0.71677,                0.59288,                0.74634,                0.98667,                 1.1943,              0.0082081,              0.0082081,              0.0082081
                    184,                0.47961,                0.64355,                 1.0587,                0.66553,                0.70766,                0.71635,                0.59267,                 0.7462,                0.98671,                 1.1939,              0.0081982,              0.0081982,              0.0081982
                    185,                0.47381,                0.64189,                 1.0505,                0.66316,                0.70786,                0.71438,                0.59106,                0.74589,                0.98774,                 1.1937,              0.0081883,              0.0081883,              0.0081883
